ticketNumber,nominalValue,lotteryDate,winAmount
00000001,50,2022-02-21,0
00000002,100,2023-04-03,0
00000003,50,2025-10-17,0
00000004,500,2022-06-28,0
00000005,50,2022-03-03,250
00000006,500,2025-05-17,2500
00000007,500,2024-05-09,0
00000008,500,2023-07-24,0
00000009,50,2022-11-23,0
00000010,150,2023-07-24,0
00000011,150,2022-07-29,150
00000012,150,2023-12-06,0
00000013,50,2024-07-29,0
00000014,200,2022-06-11,0
00000015,500,2024-01-11,0
00000016,50,2022-04-04,0
00000017,150,2022-06-13,0
00000018,50,2024-02-18,0
00000019,150,2022-11-30,0
00000020,100,2025-10-04,0
00000021,50,2025-06-01,0
00000022,500,2023-05-17,0
00000023,200,2023-07-07,0
00000024,500,2023-03-26,0
00000025,50,2023-04-15,0
00000026,150,2024-04-01,0
00000027,100,2025-03-07,0
00000028,150,2023-03-12,0
00000029,200,2025-08-09,0
00000030,150,2022-10-13,0
00000031,500,2025-01-08,0
00000032,500,2024-05-27,0
00000033,200,2024-01-12,0
00000034,100,2024-11-09,0
00000035,50,2022-08-13,0
00000036,100,2025-10-25,0
00000037,50,2024-02-28,0
00000038,200,2024-12-19,0
00000039,500,2022-01-24,0
00000040,50,2025-10-28,0
00000041,150,2025-08-05,0
00000042,150,2024-06-09,0
00000043,50,2023-06-24,0
00000044,100,2024-11-05,0
00000045,150,2025-08-01,0
00000046,100,2022-11-10,0
00000047,100,2025-01-09,0
00000048,500,2022-01-02,0
00000049,200,2022-02-09,0
00000050,150,2023-09-22,0
00000051,100,2025-03-07,0
00000052,50,2024-09-22,0
00000053,500,2022-09-15,0
00000054,200,2025-01-30,0
00000055,500,2025-05-27,0
00000056,100,2025-01-09,0
00000057,100,2025-12-31,0
00000058,150,2024-06-16,0
00000059,200,2022-09-05,0
00000060,50,2023-11-24,100000
00000061,100,2025-04-20,0
00000062,50,2025-12-20,0
00000063,100,2022-05-19,0
00000064,150,2022-05-26,0
00000065,150,2025-10-02,0
00000066,500,2022-09-28,0
00000067,500,2025-03-26,0
00000068,200,2024-04-13,0
00000069,50,2025-09-11,0
00000070,200,2024-04-21,0
00000071,50,2025-10-11,0
00000072,50,2022-05-05,0
00000073,150,2022-08-12,0
00000074,100,2025-01-03,0
00000075,200,2023-01-11,0
00000076,100,2022-06-04,0
00000077,500,2022-07-20,100000
00000078,50,2022-07-11,0
00000079,100,2022-12-07,0
00000080,200,2023-03-14,0
00000081,50,2022-12-04,0
00000082,200,2023-06-28,0
00000083,200,2023-08-08,0
00000084,500,2025-09-17,0
00000085,100,2023-01-24,0
00000086,50,2025-04-01,0
00000087,50,2023-10-05,100000
00000088,200,2024-10-26,0
00000089,500,2022-11-19,100000
00000090,50,2023-01-16,50
00000091,100,2024-04-06,0
00000092,500,2023-05-20,0
00000093,50,2025-06-22,100000
00000094,500,2024-12-06,0
00000095,150,2023-02-23,0
00000096,150,2023-05-04,0
00000097,100,2025-10-07,0
00000098,200,2023-10-10,0
00000099,50,2022-01-20,0
00000100,500,2022-07-24,2500
