ticketNumber,nominalValue,lotteryDate,winAmount
00000001,50,2022-02-21,0
00000002,100,2023-04-03,0
00000003,50,2025-10-17,0
00000004,500,2022-06-28,0
00000005,50,2022-03-03,250
00000006,500,2025-05-17,2500
00000007,500,2024-05-09,0
00000008,500,2023-07-24,0
00000009,50,2022-11-23,0
00000010,150,2023-07-24,0
00000011,150,2022-07-29,150
00000012,150,2023-12-06,0
00000013,50,2024-07-29,0
00000014,200,2022-06-11,0
00000015,500,2024-01-11,0
00000016,50,2022-04-04,0
00000017,150,2022-06-13,0
00000018,50,2024-02-18,0
00000019,150,2022-11-30,0
00000020,100,2025-10-04,0
00000021,50,2025-06-01,0
00000022,500,2023-05-17,0
00000023,200,2023-07-07,0
00000024,500,2023-03-26,0
00000025,50,2023-04-15,0
00000026,150,2024-04-01,0
00000027,100,2025-03-07,0
00000028,150,2023-03-12,0
00000029,200,2025-08-09,0
00000030,150,2022-10-13,0
00000031,500,2025-01-08,0
00000032,500,2024-05-27,0
00000033,200,2024-01-12,0
00000034,100,2024-11-09,0
00000035,50,2022-08-13,0
00000036,100,2025-10-25,0
00000037,50,2024-02-28,0
00000038,200,2024-12-19,0
00000039,500,2022-01-24,0
00000040,50,2025-10-28,0
00000041,150,2025-08-05,0
00000042,150,2024-06-09,0
00000043,50,2023-06-24,0
00000044,100,2024-11-05,0
00000045,150,2025-08-01,0
00000046,100,2022-11-10,0
00000047,100,2025-01-09,0
00000048,500,2022-01-02,0
00000049,200,2022-02-09,0
00000050,150,2023-09-22,0
00000051,100,2025-03-07,0
00000052,50,2024-09-22,0
00000053,500,2022-09-15,0
00000054,200,2025-01-30,0
00000055,500,2025-05-27,0
00000056,100,2025-01-09,0
00000057,100,2025-12-31,0
00000058,150,2024-06-16,0
00000059,200,2022-09-05,0
00000060,50,2023-11-24,100000
00000061,100,2025-04-20,0
00000062,50,2025-12-20,0
00000063,100,2022-05-19,0
00000064,150,2022-05-26,0
00000065,150,2025-10-02,0
00000066,500,2022-09-28,0
00000067,500,2025-03-26,0
00000068,200,2024-04-13,0
00000069,50,2025-09-11,0
00000070,200,2024-04-21,0
00000071,50,2025-10-11,0
00000072,50,2022-05-05,0
00000073,150,2022-08-12,0
00000074,100,2025-01-03,0
00000075,200,2023-01-11,0
00000076,100,2022-06-04,0
00000077,500,2022-07-20,100000
00000078,50,2022-07-11,0
00000079,100,2022-12-07,0
00000080,200,2023-03-14,0
00000081,50,2022-12-04,0
00000082,200,2023-06-28,0
00000083,200,2023-08-08,0
00000084,500,2025-09-17,0
00000085,100,2023-01-24,0
00000086,50,2025-04-01,0
00000087,50,2023-10-05,100000
00000088,200,2024-10-26,0
00000089,500,2022-11-19,100000
00000090,50,2023-01-16,50
00000091,100,2024-04-06,0
00000092,500,2023-05-20,0
00000093,50,2025-06-22,100000
00000094,500,2024-12-06,0
00000095,150,2023-02-23,0
00000096,150,2023-05-04,0
00000097,100,2025-10-07,0
00000098,200,2023-10-10,0
00000099,50,2022-01-20,0
00000100,500,2022-07-24,2500
00000101,500,2023-06-28,0
00000102,150,2022-05-21,0
00000103,150,2023-08-07,0
00000104,500,2025-12-11,0
00000105,500,2022-01-17,0
00000106,500,2023-09-06,0
00000107,50,2022-10-03,0
00000108,50,2025-02-07,0
00000109,150,2025-05-23,0
00000110,150,2023-02-21,0
00000111,150,2024-11-01,0
00000112,50,2022-07-09,0
00000113,150,2022-04-01,750
00000114,150,2022-11-27,0
00000115,500,2025-12-16,0
00000116,50,2022-08-18,250
00000117,500,2022-03-15,0
00000118,500,2025-02-05,0
00000119,100,2022-03-27,0
00000120,50,2024-01-03,0
00000121,100,2025-09-27,0
00000122,500,2024-04-12,0
00000123,100,2023-04-30,0
00000124,100,2024-04-24,1000
00000125,200,2025-10-03,0
00000126,100,2023-07-01,0
00000127,50,2024-02-23,0
00000128,200,2023-04-01,0
00000129,200,2023-12-18,0
00000130,100,2023-04-02,500
00000131,200,2023-11-04,0
00000132,50,2023-07-26,0
00000133,500,2024-03-29,0
00000134,500,2023-11-10,0
00000135,50,2023-06-19,0
00000136,150,2022-03-20,0
00000137,200,2023-12-09,0
00000138,150,2024-06-12,0
00000139,500,2022-08-25,0
00000140,500,2023-01-25,0
00000141,200,2022-01-04,0
00000142,500,2025-11-07,0
00000143,100,2024-01-16,0
00000144,150,2025-06-30,0
00000145,50,2023-09-08,0
00000146,200,2023-10-31,0
00000147,150,2025-02-09,0
00000148,200,2025-09-23,0
00000149,100,2025-06-14,0
00000150,200,2025-01-27,0
00000151,150,2023-08-11,0
00000152,500,2025-05-27,0
00000153,200,2024-06-23,0
00000154,100,2024-11-12,0
00000155,100,2025-09-11,100000
00000156,500,2023-11-18,2500
00000157,150,2023-04-06,0
00000158,100,2022-02-20,10000
00000159,500,2022-05-30,0
00000160,500,2023-02-03,0
00000161,200,2024-10-09,0
00000162,100,2025-09-05,0
00000163,50,2024-05-20,0
00000164,500,2024-08-09,2500
00000165,50,2024-07-23,0
00000166,200,2025-09-29,0
00000167,500,2025-05-04,0
00000168,200,2025-06-08,0
00000169,500,2024-05-23,0
00000170,500,2024-07-02,0
00000171,200,2024-07-10,0
00000172,100,2025-07-29,0
00000173,500,2024-09-19,0
00000174,150,2024-06-19,1500
00000175,100,2023-07-11,0
00000176,500,2022-06-15,0
00000177,100,2024-02-24,0
00000178,100,2022-05-12,0
00000179,150,2025-01-16,0
00000180,50,2023-02-28,0
00000181,200,2025-04-11,0
00000182,50,2025-03-25,0
00000183,50,2023-12-22,0
00000184,200,2024-05-08,0
00000185,500,2025-05-20,0
00000186,200,2023-03-26,0
00000187,200,2022-03-01,0
00000188,200,2022-12-05,0
00000189,100,2025-06-28,0
00000190,200,2025-04-27,0
00000191,50,2022-06-21,0
00000192,100,2024-08-03,0
00000193,150,2024-02-16,0
00000194,200,2023-11-01,0
00000195,200,2023-07-24,0
00000196,200,2023-06-01,0
00000197,200,2022-02-09,0
00000198,50,2023-12-18,0
00000199,50,2025-08-27,50
00000200,100,2023-02-13,0
00000201,500,2022-11-09,0
00000202,200,2025-10-03,0
00000203,100,2024-08-10,0
00000204,150,2022-12-10,0
00000205,50,2022-12-02,0
00000206,50,2025-03-31,500
00000207,500,2025-10-19,0
00000208,200,2024-03-23,0
00000209,100,2022-06-05,0
00000210,100,2022-07-28,0
00000211,150,2025-11-02,0
00000212,50,2025-03-05,0
00000213,150,2024-12-27,0
00000214,150,2022-05-22,0
00000215,150,2022-01-26,0
00000216,200,2022-08-05,0
00000217,150,2025-07-25,0
00000218,200,2025-12-19,0
00000219,100,2024-12-04,0
00000220,150,2025-06-15,0
00000221,500,2024-09-17,0
00000222,500,2023-07-04,0
00000223,100,2022-06-27,0
00000224,200,2023-05-15,0
00000225,500,2025-06-03,0
00000226,150,2022-02-28,0
00000227,150,2023-01-08,0
00000228,150,2023-06-14,0
00000229,500,2025-12-07,0
00000230,500,2022-01-21,0
00000231,100,2022-06-25,0
00000232,200,2024-09-27,0
00000233,100,2025-11-15,0
00000234,200,2024-07-06,0
00000235,50,2023-08-26,0
00000236,100,2023-09-20,0
00000237,150,2024-08-27,0
00000238,150,2024-05-21,0
00000239,500,2023-11-09,0
00000240,200,2023-07-09,0
00000241,100,2022-09-05,0
00000242,150,2022-09-02,0
00000243,100,2023-01-28,0
00000244,200,2023-07-21,0
00000245,500,2025-05-07,0
00000246,50,2023-02-02,0
00000247,150,2023-01-03,0
00000248,500,2022-09-17,0
00000249,50,2025-02-07,0
00000250,100,2025-07-30,0
