# method=linear key=2025-09-05 matches=67
ticketNumber,nominalValue,lotteryDate,winAmount
00000162,100,2025-09-05,0
00000968,150,2025-09-05,0
00001862,100,2025-09-05,0
00002618,100,2025-09-05,0
00003431,100,2025-09-05,0
00003835,100,2025-09-05,0
00004287,50,2025-09-05,0
00008729,500,2025-09-05,0
00008868,50,2025-09-05,0
00013062,50,2025-09-05,0
00013575,500,2025-09-05,5000
00014697,500,2025-09-05,100000
00016422,500,2025-09-05,0
00021561,100,2025-09-05,0
00022405,200,2025-09-05,0
00025291,200,2025-09-05,0
00026574,500,2025-09-05,0
00027510,200,2025-09-05,0
00027522,200,2025-09-05,0
00027771,200,2025-09-05,0
00028801,150,2025-09-05,0
00030960,200,2025-09-05,0
00031506,500,2025-09-05,0
00032673,500,2025-09-05,0
00033441,200,2025-09-05,0
00034521,500,2025-09-05,0
00035218,50,2025-09-05,0
00036088,100,2025-09-05,0
00036185,500,2025-09-05,0
00036425,500,2025-09-05,0
00036491,100,2025-09-05,0
00038637,500,2025-09-05,0
00039625,200,2025-09-05,2000
00040005,150,2025-09-05,0
00041909,200,2025-09-05,0
00043756,100,2025-09-05,0
00043851,50,2025-09-05,0
00047955,500,2025-09-05,0
00047988,500,2025-09-05,0
00049195,50,2025-09-05,0
00051530,500,2025-09-05,0
00056728,50,2025-09-05,0
00059349,100,2025-09-05,0
00059516,150,2025-09-05,0
00059792,200,2025-09-05,0
00060759,100,2025-09-05,0
00062777,100,2025-09-05,0
00063228,500,2025-09-05,0
00063730,150,2025-09-05,0
00065798,100,2025-09-05,0
00066903,150,2025-09-05,0
00068730,200,2025-09-05,0
00071467,50,2025-09-05,0
00072998,200,2025-09-05,0
00080016,200,2025-09-05,0
00081553,150,2025-09-05,0
00081702,150,2025-09-05,0
00081933,100,2025-09-05,0
00090180,100,2025-09-05,0
00093346,100,2025-09-05,0
00093768,100,2025-09-05,0
00094243,500,2025-09-05,0
00094488,100,2025-09-05,100000
00094867,150,2025-09-05,0
00096191,500,2025-09-05,0
00096283,200,2025-09-05,0
00099312,50,2025-09-05,5000
