# method=linear key=2022-01-29 matches=72
ticketNumber,nominalValue,lotteryDate,winAmount
00000303,500,2022-01-29,0
00000372,200,2022-01-29,0
00000718,100,2022-01-29,0
00001290,150,2022-01-29,0
00001828,150,2022-01-29,0
00010908,150,2022-01-29,0
00012700,100,2022-01-29,0
00014409,200,2022-01-29,0
00015086,200,2022-01-29,20000
00015908,50,2022-01-29,0
00016437,150,2022-01-29,0
00017045,150,2022-01-29,0
00017219,500,2022-01-29,100000
00020025,100,2022-01-29,0
00020327,50,2022-01-29,0
00022537,200,2022-01-29,0
00022793,150,2022-01-29,0
00027582,200,2022-01-29,200
00027757,200,2022-01-29,200
00028409,500,2022-01-29,0
00028935,100,2022-01-29,0
00033798,500,2022-01-29,0
00033855,100,2022-01-29,0
00036105,50,2022-01-29,0
00036722,100,2022-01-29,0
00037515,100,2022-01-29,0
00038584,100,2022-01-29,0
00039056,150,2022-01-29,0
00039743,50,2022-01-29,0
00039924,50,2022-01-29,0
00039975,50,2022-01-29,0
00041088,100,2022-01-29,0
00042070,500,2022-01-29,0
00042889,50,2022-01-29,0
00043204,500,2022-01-29,0
00043357,50,2022-01-29,0
00046022,100,2022-01-29,0
00046811,50,2022-01-29,0
00049754,150,2022-01-29,0
00049899,50,2022-01-29,0
00056422,200,2022-01-29,0
00058003,200,2022-01-29,0
00058217,150,2022-01-29,0
00059916,500,2022-01-29,0
00061680,500,2022-01-29,0
00063480,200,2022-01-29,0
00067269,500,2022-01-29,0
00068748,500,2022-01-29,0
00071024,100,2022-01-29,0
00072570,500,2022-01-29,0
00073898,150,2022-01-29,0
00075345,500,2022-01-29,0
00076117,200,2022-01-29,0
00076262,50,2022-01-29,0
00079789,500,2022-01-29,0
00082902,100,2022-01-29,0
00083290,100,2022-01-29,0
00083346,50,2022-01-29,100000
00085617,50,2022-01-29,0
00086053,500,2022-01-29,0
00088061,500,2022-01-29,0
00088380,500,2022-01-29,0
00090955,500,2022-01-29,0
00093420,100,2022-01-29,0
00093571,50,2022-01-29,0
00094741,100,2022-01-29,0
00094797,150,2022-01-29,750
00096226,500,2022-01-29,0
00097431,150,2022-01-29,150
00098003,100,2022-01-29,1000
00099065,50,2022-01-29,0
00099214,50,2022-01-29,0
