# method=linear key=2023-09-26 matches=64
ticketNumber,nominalValue,lotteryDate,winAmount
00005416,100,2023-09-26,0
00005475,150,2023-09-26,0
00006460,150,2023-09-26,0
00007097,200,2023-09-26,0
00007425,500,2023-09-26,2500
00007579,100,2023-09-26,0
00008951,500,2023-09-26,50000
00010811,500,2023-09-26,0
00010958,200,2023-09-26,0
00013230,200,2023-09-26,0
00015709,200,2023-09-26,0
00015749,200,2023-09-26,1000
00017959,200,2023-09-26,0
00018142,200,2023-09-26,0
00018264,50,2023-09-26,0
00019146,50,2023-09-26,0
00019236,500,2023-09-26,0
00019681,200,2023-09-26,0
00023147,100,2023-09-26,0
00023253,150,2023-09-26,0
00026188,200,2023-09-26,0
00028193,150,2023-09-26,0
00031355,200,2023-09-26,0
00032613,500,2023-09-26,0
00034771,150,2023-09-26,0
00034777,200,2023-09-26,0
00036391,200,2023-09-26,0
00036662,500,2023-09-26,0
00037350,100,2023-09-26,0
00037782,500,2023-09-26,0
00038817,200,2023-09-26,2000
00041130,50,2023-09-26,0
00042001,500,2023-09-26,0
00042301,100,2023-09-26,0
00044388,200,2023-09-26,0
00045005,200,2023-09-26,0
00048699,500,2023-09-26,0
00052860,150,2023-09-26,0
00055837,50,2023-09-26,0
00055891,50,2023-09-26,0
00057632,50,2023-09-26,0
00060376,100,2023-09-26,0
00060418,500,2023-09-26,0
00065632,150,2023-09-26,100000
00066048,50,2023-09-26,0
00066825,50,2023-09-26,0
00068922,500,2023-09-26,0
00069099,100,2023-09-26,0
00071262,50,2023-09-26,0
00072370,200,2023-09-26,0
00072419,100,2023-09-26,0
00076084,200,2023-09-26,0
00077110,100,2023-09-26,0
00078776,100,2023-09-26,0
00078809,150,2023-09-26,0
00081376,500,2023-09-26,0
00081854,500,2023-09-26,0
00091121,200,2023-09-26,0
00093943,150,2023-09-26,0
00095382,50,2023-09-26,5000
00096058,500,2023-09-26,0
00096379,100,2023-09-26,0
00098578,200,2023-09-26,0
00099422,150,2023-09-26,0
